entity:sample_id	channel_model	code_length	n_types	min_hamming_weight	max_hamming_weight	metric_type	source_nonuniformity	lowest_energy_sa	rand_state_energy_loc	rand_state_energy_scale	i_iter	i_cycle	lowest_energy_var
sa_bac__second_wave__channel_bac_merfish__10__2__8__256__1000__10__fdr	channel_bac_merfish	10	256	2	8	fdr	1000.0	0.501157283782959	0.6720335483551025	0.0043296124786138	257917	53	0.5571104884147644
sa_bac__second_wave__channel_bac_merfish__10__2__8__256__100__10__fdr	channel_bac_merfish	10	256	2	8	fdr	100.0	0.4761721491813659	0.612351655960083	0.0041197412647306	256392	53	0.5239522457122803
sa_bac__second_wave__channel_bac_merfish__10__2__8__256__10__10__fdr	channel_bac_merfish	10	256	2	8	fdr	10.0	0.4614754915237427	0.5531241297721863	0.0033872488420456	254373	53	0.5043434500694275
sa_bac__second_wave__channel_bac_merfish__10__2__8__32__1000__10__fdr	channel_bac_merfish	10	32	2	8	fdr	1000.0	0.1529703587293625	0.3335910737514496	0.0218972731381654	385581	53	0.183521568775177
sa_bac__second_wave__channel_bac_merfish__10__2__8__32__100__10__fdr	channel_bac_merfish	10	32	2	8	fdr	100.0	0.1295249462127685	0.2641206979751587	0.017977861687541	286457	53	0.160308837890625
sa_bac__second_wave__channel_bac_merfish__10__2__8__32__10__10__fdr	channel_bac_merfish	10	32	2	8	fdr	10.0	0.1070332825183868	0.2168276160955429	0.0136731816455721	237221	48	0.1352623701095581
sa_bac__second_wave__channel_bac_merfish__10__2__8__64__1000__10__fdr	channel_bac_merfish	10	64	2	8	fdr	1000.0	0.2596254348754883	0.448897123336792	0.0137632694095373	364083	53	0.2966240644454956
sa_bac__second_wave__channel_bac_merfish__10__2__8__64__100__10__fdr	channel_bac_merfish	10	64	2	8	fdr	100.0	0.2251583039760589	0.3741408586502075	0.0120041258633136	358547	53	0.2688665986061096
sa_bac__second_wave__channel_bac_merfish__10__2__8__64__10__10__fdr	channel_bac_merfish	10	64	2	8	fdr	10.0	0.2030917108058929	0.3180435597896576	0.0093853184953331	265035	53	0.2457336187362671
sa_bac__second_wave__channel_bac_merfish__6__1__5__16__1000__10__fdr	channel_bac_merfish	6	16	1	5	fdr	1000.0	0.2986014485359192	0.4926294982433319	0.0289379600435495	639009	31	0.33799540996551514
sa_bac__second_wave__channel_bac_merfish__6__1__5__16__100__10__fdr	channel_bac_merfish	6	16	1	5	fdr	100.0	0.2609926164150238	0.4091783463954925	0.0263728555291891	1503735	50	0.28545498847961426
sa_bac__second_wave__channel_bac_merfish__6__1__5__16__10__10__fdr	channel_bac_merfish	6	16	1	5	fdr	10.0	0.2364596873521804	0.336036205291748	0.0188288372009992	211753	33	0.26485884189605713
sa_bac__second_wave__channel_bac_merfish__6__2__4__16__1000__10__fdr	channel_bac_merfish	6	16	2	4	fdr	1000.0	0.3147361576557159	0.4965810775756836	0.0278345588594675	1052473	32	0.33799540996551514
sa_bac__second_wave__channel_bac_merfish__6__2__4__16__100__10__fdr	channel_bac_merfish	6	16	2	4	fdr	100.0	0.2722216248512268	0.4134416878223419	0.0255149360746145	491414	31	0.28545498847961426
sa_bac__second_wave__channel_bac_merfish__6__2__4__16__10__10__fdr	channel_bac_merfish	6	16	2	4	fdr	10.0	0.2466008067131042	0.3410596251487732	0.0180531051009893	210808	31	0.26485884189605713
