entity:sample_id	channel_model	code_length	n_types	min_hamming_weight	max_hamming_weight	metric_type	source_nonuniformity	lowest_energy_sa	rand_state_energy_loc	rand_state_energy_scale	i_iter	i_cycle
sa_bac__second_wave__channel_bac_merfish__8__1__7__32__1000__10__fdr	channel_bac_merfish	8	32	1	7	fdr	1000.0	0.277267187833786	0.4710128605365753	0.020485905930399895	492239	53
sa_bac__second_wave__channel_bac_merfish__8__1__7__32__100__10__fdr	channel_bac_merfish	8	32	1	7	fdr	100.0	0.24094760417938232	0.39247244596481323	0.01831451617181301	282463	52
sa_bac__second_wave__channel_bac_merfish__8__1__7__32__10__10__fdr	channel_bac_merfish	8	32	1	7	fdr	10.0	0.21117767691612244	0.33007365465164185	0.013722640462219715	235493	46
sa_bac__second_wave__channel_bac_merfish__8__1__7__64__1000__10__fdr	channel_bac_merfish	8	64	1	7	fdr	1000.0	0.40279829502105713	0.59051513671875	0.01111708115786314	274088	53
sa_bac__second_wave__channel_bac_merfish__8__1__7__64__100__10__fdr	channel_bac_merfish	8	64	1	7	fdr	100.0	0.3737415671348572	0.5188485383987427	0.01034744642674923	261882	53
sa_bac__second_wave__channel_bac_merfish__8__1__7__64__10__10__fdr	channel_bac_merfish	8	64	1	7	fdr	10.0	0.3553866744041443	0.45265042781829834	0.008057108148932457	260229	53
sa_bac__second_wave__channel_bac_merfish__8__2__6__16__1000__10__fdr	channel_bac_merfish	8	16	2	6	fdr	1000.0	0.15011945366859436	0.35230109095573425	0.03408992663025856	279442	40
sa_bac__second_wave__channel_bac_merfish__8__2__6__16__100__10__fdr	channel_bac_merfish	8	16	2	6	fdr	100.0	0.10987673699855804	0.2763974070549011	0.028715480118989944	165216	31
sa_bac__second_wave__channel_bac_merfish__8__2__6__16__10__10__fdr	channel_bac_merfish	8	16	2	6	fdr	10.0	0.09358388185501099	0.2220592200756073	0.02111229859292507	165118	31
sa_bac__second_wave__channel_bac_merfish__8__2__6__32__1000__10__fdr	channel_bac_merfish	8	32	2	6	fdr	1000.0	0.2830800712108612	0.47225508093833923	0.02051945962011814	590974	53
sa_bac__second_wave__channel_bac_merfish__8__2__6__32__100__10__fdr	channel_bac_merfish	8	32	2	6	fdr	100.0	0.2457670271396637	0.3941204845905304	0.018315458670258522	321722	53
sa_bac__second_wave__channel_bac_merfish__8__2__6__32__10__10__fdr	channel_bac_merfish	8	32	2	6	fdr	10.0	0.218408465385437	0.33165258169174194	0.01376632321625948	299508	53
sa_bac__second_wave__channel_bac_merfish__8__2__6__64__1000__10__fdr	channel_bac_merfish	8	64	2	6	fdr	1000.0	0.4042609930038452	0.5916627645492554	0.011081946082413197	278608	53
sa_bac__second_wave__channel_bac_merfish__8__2__6__64__100__10__fdr	channel_bac_merfish	8	64	2	6	fdr	100.0	0.37505894899368286	0.5204002857208252	0.01035141758620739	262082	53
sa_bac__second_wave__channel_bac_merfish__8__2__6__64__10__10__fdr	channel_bac_merfish	8	64	2	6	fdr	10.0	0.3564387261867523	0.4546033442020416	0.007996329106390476	260474	53
sa_bac__second_wave__channel_bac_merfish__9__1__8__128__1000__10__fdr	channel_bac_merfish	9	128	1	8	fdr	1000.0	0.45312175154685974	0.6334556341171265	0.006937853060662746	260160	53
sa_bac__second_wave__channel_bac_merfish__9__1__8__128__100__10__fdr	channel_bac_merfish	9	128	1	8	fdr	100.0	0.4260595738887787	0.5676787495613098	0.006485895253717899	258552	53
sa_bac__second_wave__channel_bac_merfish__9__1__8__128__10__10__fdr	channel_bac_merfish	9	128	1	8	fdr	10.0	0.4096483588218689	0.5047299265861511	0.005230034235864878	256473	53
sa_bac__second_wave__channel_bac_merfish__9__1__8__16__1000__10__fdr	channel_bac_merfish	9	16	1	8	fdr	1000.0	0.10526897758245468	0.2878631055355072	0.03387639299035072	257293	31
sa_bac__second_wave__channel_bac_merfish__9__1__8__16__100__10__fdr	channel_bac_merfish	9	16	1	8	fdr	100.0	0.08701912313699722	0.21995840966701508	0.027380438521504402	262008	40
sa_bac__second_wave__channel_bac_merfish__9__1__8__16__10__10__fdr	channel_bac_merfish	9	16	1	8	fdr	10.0	0.07525748759508133	0.17457206547260284	0.020021812990307808	195061	39
sa_bac__second_wave__channel_bac_merfish__9__1__8__32__1000__10__fdr	channel_bac_merfish	9	32	1	8	fdr	1000.0	0.20610806345939636	0.40001943707466125	0.021677622571587563	687047	53
sa_bac__second_wave__channel_bac_merfish__9__1__8__32__100__10__fdr	channel_bac_merfish	9	32	1	8	fdr	100.0	0.16933269798755646	0.32442861795425415	0.018561551347374916	296606	48
sa_bac__second_wave__channel_bac_merfish__9__1__8__32__10__10__fdr	channel_bac_merfish	9	32	1	8	fdr	10.0	0.1478305160999298	0.26938608288764954	0.01408727653324604	265954	53
sa_bac__second_wave__channel_bac_merfish__9__1__8__64__1000__10__fdr	channel_bac_merfish	9	64	1	8	fdr	1000.0	0.3346072733402252	0.5198141932487488	0.012807010672986507	277157	53
sa_bac__second_wave__channel_bac_merfish__9__1__8__64__100__10__fdr	channel_bac_merfish	9	64	1	8	fdr	100.0	0.3019613027572632	0.4444269835948944	0.011679037474095821	262271	53
sa_bac__second_wave__channel_bac_merfish__9__1__8__64__10__10__fdr	channel_bac_merfish	9	64	1	8	fdr	10.0	0.2767922282218933	0.382883220911026	0.009014619514346123	261465	53
sa_bac__second_wave__channel_bac_merfish__9__2__7__128__1000__10__fdr	channel_bac_merfish	9	128	2	7	fdr	1000.0	0.4553385078907013	0.6340228319168091	0.00690221693366766	260085	53
sa_bac__second_wave__channel_bac_merfish__9__2__7__128__100__10__fdr	channel_bac_merfish	9	128	2	7	fdr	100.0	0.42790669202804565	0.5684229135513306	0.006555491592735052	258411	53
sa_bac__second_wave__channel_bac_merfish__9__2__7__128__10__10__fdr	channel_bac_merfish	9	128	2	7	fdr	10.0	0.4112533628940582	0.5057286620140076	0.00523012038320303	257449	53
sa_bac__second_wave__channel_bac_merfish__9__2__7__16__1000__10__fdr	channel_bac_merfish	9	16	2	7	fdr	1000.0	0.10526897013187408	0.28851911425590515	0.03400663286447525	226464	33
sa_bac__second_wave__channel_bac_merfish__9__2__7__16__100__10__fdr	channel_bac_merfish	9	16	2	7	fdr	100.0	0.08701912313699722	0.22035300731658936	0.027359381318092346	269287	49
sa_bac__second_wave__channel_bac_merfish__9__2__7__16__10__10__fdr	channel_bac_merfish	9	16	2	7	fdr	10.0	0.07531920820474625	0.1751459836959839	0.02021145448088646	204351	41
sa_bac__second_wave__channel_bac_merfish__9__2__7__32__1000__10__fdr	channel_bac_merfish	9	32	2	7	fdr	1000.0	0.20804497599601746	0.4005902111530304	0.021788163110613823	798728	53
sa_bac__second_wave__channel_bac_merfish__9__2__7__32__100__10__fdr	channel_bac_merfish	9	32	2	7	fdr	100.0	0.17962315678596497	0.32510828971862793	0.018612071871757507	57464	12
sa_bac__second_wave__channel_bac_merfish__9__2__7__32__10__10__fdr	channel_bac_merfish	9	32	2	7	fdr	10.0	0.1478344351053238	0.2701720893383026	0.014047175645828247	264962	53
sa_bac__second_wave__channel_bac_merfish__9__2__7__64__1000__10__fdr	channel_bac_merfish	9	64	2	7	fdr	1000.0	0.33431729674339294	0.520375669002533	0.012750758789479733	268364	53
sa_bac__second_wave__channel_bac_merfish__9__2__7__64__100__10__fdr	channel_bac_merfish	9	64	2	7	fdr	100.0	0.30031633377075195	0.44518226385116577	0.011709950864315033	261389	53
sa_bac__second_wave__channel_bac_merfish__9__2__7__64__10__10__fdr	channel_bac_merfish	9	64	2	7	fdr	10.0	0.2784811854362488	0.38386270403862	0.009039306081831455	261434	53
